Year,Sample_ID,Tissue_type,Coral,Depth,Atoll,Site,Symbiont_d13C,Symbiont_d15N,Symbiont_C_ug,Symbiont_wt-percent_C,Symbiont_wt-percent_C_num,Symbiont_N_ug,Symbiont_wt-percent_N,Symbiont_wt-percent_N_num,Symbiont_dry-weight_mg,Symbiont_dry-weight_ug,Symbiont_CN_molar-ratio
2017,ZM830,Symbiont,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.7,5.1,724.8,0.349,34.9,98.1,0.047,4.7,2.079,2079,8.6
2017,ZM831,Symbiont,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.3,4.7,564.4,0.283,28.3,77.7,0.039,3.9,1.996,1996,8.5
2017,ZM832,Symbiont,Galaxea,Deep,Vaavu,Kandimma Falhu,-16.4,4.9,671.9,0.327,32.7,88.9,0.043,4.3,2.056,2056,8.8
2017,ZM835,Symbiont,Pocillopora,Deep,Vaavu,Kandimma Falhu,-18.7,4.7,586,0.287,28.7,67.8,0.033,3.3,2.042,2042,10.1
2017,ZM838,Symbiont,Pocillopora,Deep,Vaavu,Kandimma Falhu,-16.5,4.8,868,0.423,42.3,118.1,0.058,5.8,2.05,2050,8.6
2017,ZM843,Symbiont,Pocillopora,Deep,Vaavu,Kandimma Falhu,-18.1,5.1,597.1,0.28,28,77.2,0.036,3.6,2.135,2135,9
2017,ZM845,Symbiont,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-12.2,6.6,317.6,0.153,15.3,45.5,0.022,2.2,2.076,2076,8.1
2017,ZM846,Symbiont,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-14.1,5.5,333.4,0.162,16.2,37.8,0.018,1.8,2.059,2059,10.3
2017,ZM847,Symbiont,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-11.3,6.3,541.9,0.262,26.2,48.9,0.024,2.4,2.065,2065,12.9
2017,ZM848,Symbiont,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-15.5,5.9,777.5,0.389,38.9,87.1,0.044,4.4,1.997,1997,10.4
2017,ZM852,Symbiont,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-14.4,5.6,477.1,0.238,23.8,61.1,0.031,3.1,2.002,2002,9.1
2017,ZM856,Symbiont,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-16.2,4.9,910.3,0.447,44.7,114.8,0.056,5.6,2.035,2035,9.3
2017,ZM860,Symbiont,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-15.9,4.9,537.1,0.252,25.2,75.1,0.035,3.5,2.131,2131,8.3
2017,ZM861,Symbiont,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-15.7,4.9,769.3,0.381,38.1,93,0.046,4.6,2.018,2018,9.7
2017,ZM865,Symbiont,Galaxea,Shallow,Vaavu,Kandimma Falhu,-14.2,5.8,402.5,0.196,19.6,44.2,0.022,2.2,2.053,2053,10.6
2017,ZM868,Symbiont,Galaxea,Shallow,Vaavu,Kandimma Falhu,-15.2,4.7,520.8,0.251,25.1,75.7,0.036,3.6,2.079,2079,8
2017,ZM869,Symbiont,Galaxea,Shallow,Vaavu,Kandimma Falhu,-14,4.5,428.9,0.206,20.6,49.1,0.024,2.4,2.078,2078,10.2
2017,ZM872,Symbiont,Pocillopora,Deep,Vaavu,Medhu Faru,-17.6,4.7,756.5,0.368,36.8,96.9,0.047,4.7,2.057,2057,9.1
2017,ZM873,Symbiont,Pocillopora,Deep,Vaavu,Medhu Faru,-18.1,4.8,853.3,0.405,40.5,123.2,0.059,5.9,2.105,2105,8.1
2017,ZM874,Symbiont,Pocillopora,Deep,Vaavu,Medhu Faru,-18.3,4.2,636.8,0.307,30.7,87.7,0.042,4.2,2.076,2076,8.5
2017,ZM875,Symbiont,Galaxea,Deep,Vaavu,Medhu Faru,-17.1,5.6,644.8,0.314,31.4,67.3,0.033,3.3,2.052,2052,11.2
2017,ZM879,Symbiont,Galaxea,Deep,Vaavu,Medhu Faru,-16.7,5.4,679.7,0.325,32.5,73.4,0.035,3.5,2.09,2090,10.8
2017,ZM880,Symbiont,Galaxea,Deep,Vaavu,Medhu Faru,-16.4,4.3,406.2,0.192,19.2,54.1,0.026,2.6,2.116,2116,8.8
2017,ZM885,Symbiont,Pachyseris,Deep,Vaavu,Medhu Faru,-15.3,5.4,604,0.294,29.4,68.8,0.034,3.4,2.051,2051,10.2
2017,ZM888,Symbiont,Pachyseris,Deep,Vaavu,Medhu Faru,-15.8,5.3,653.7,0.317,31.7,73.5,0.036,3.6,2.061,2061,10.4
2017,ZM889,Symbiont,Pachyseris,Deep,Vaavu,Medhu Faru,-15.3,5.4,608.2,0.297,29.7,64.2,0.031,3.1,2.049,2049,11.1
2017,ZM893,Symbiont,Pocillopora,Shallow,Vaavu,Medhu Faru,-17.6,5.2,569,0.284,28.4,62,0.031,3.1,2.006,2006,10.7
2017,ZM897,Symbiont,Pocillopora,Shallow,Vaavu,Medhu Faru,-15.8,5.6,1011.1,0.482,48.2,93.3,0.044,4.4,2.098,2098,12.6
2017,ZM899,Symbiont,Pocillopora,Shallow,Vaavu,Medhu Faru,-16.9,5.2,776.1,0.37,37,111.6,0.053,5.3,2.096,2096,8.1
2017,ZM903,Symbiont,Galaxea,Shallow,Vaavu,Medhu Faru,-16.5,5.5,373.1,0.183,18.3,46.2,0.023,2.3,2.035,2035,9.4
2017,ZM905,Symbiont,Galaxea,Shallow,Vaavu,Medhu Faru,-16.7,5.1,536.2,0.257,25.7,67.7,0.032,3.2,2.084,2084,9.2
2017,ZM906,Symbiont,Galaxea,Shallow,Vaavu,Medhu Faru,-14.2,4.6,469.6,0.215,21.5,63.9,0.029,2.9,2.186,2186,8.6
2017,ZM913,Symbiont,Galaxea,Deep,South Male,Tholhimaraahuraa,-16.6,4.5,700.1,0.343,34.3,100.1,0.049,4.9,2.041,2041,8.2
2017,ZM915,Symbiont,Galaxea,Deep,South Male,Tholhimaraahuraa,-17.3,4.6,661.4,0.33,33,94.8,0.047,4.7,2.003,2003,8.1
2017,ZM916,Symbiont,Galaxea,Deep,South Male,Tholhimaraahuraa,-17.8,5.2,455.2,0.227,22.7,61.1,0.031,3.1,2.003,2003,8.7
2017,ZM921,Symbiont,Pocillopora,Deep,South Male,Tholhimaraahuraa,-18.8,4,975,0.459,45.9,128.8,0.061,6.1,2.122,2122,8.8
2017,ZM922,Symbiont,Pocillopora,Deep,South Male,Tholhimaraahuraa,-16.5,4.5,802.9,0.402,40.2,131.1,0.066,6.6,1.999,1999,7.1
2017,ZM927,Symbiont,Pocillopora,Deep,South Male,Tholhimaraahuraa,-18.2,4.6,875.3,0.42,42,116.5,0.056,5.6,2.083,2083,8.8
2017,ZM930,Symbiont,Pachyseris,Deep,South Male,Tholhimaraahuraa,-10.4,6,440.5,0.206,20.6,39.4,0.018,1.8,2.137,2137,13
2017,ZM933,Symbiont,Pachyseris,Deep,South Male,Tholhimaraahuraa,-12.6,5.3,447.6,0.212,21.2,39.5,0.019,1.9,2.111,2111,13.2
2017,ZM934,Symbiont,Pachyseris,Deep,South Male,Tholhimaraahuraa,-16,5.9,543.1,0.266,26.6,73.7,0.036,3.6,2.039,2039,8.6
2017,ZM938,Symbiont,Galaxea,Shallow,South Male,Tholhimaraahuraa,-17.5,4,777.9,0.387,38.7,103.5,0.051,5.1,2.011,2011,8.8
2017,ZM939,Symbiont,Galaxea,Shallow,South Male,Tholhimaraahuraa,-17.9,5,769.3,0.381,38.1,113.3,0.056,5.6,2.018,2018,7.9
2017,ZM946,Symbiont,Galaxea,Shallow,South Male,Tholhimaraahuraa,-16.2,5.8,633.2,0.316,31.6,73.3,0.037,3.7,2.002,2002,10.1
2017,ZM949,Symbiont,Pocillopora,Shallow,South Male,Tholhimaraahuraa,-16.8,5.4,913.3,0.456,45.6,134.4,0.067,6.7,2.003,2003,7.9
2017,ZM950,Symbiont,Pocillopora,Shallow,South Male,Tholhimaraahuraa,-17.1,5.1,810.2,0.398,39.8,122.6,0.06,6,2.037,2037,7.7
2017,ZM952,Symbiont,Pocillopora,Shallow,South Male,Tholhimaraahuraa,-15.7,5.7,823.3,0.409,40.9,94.7,0.047,4.7,2.011,2011,10.1
2017,ZM961,Symbiont,Pachyseris,Shallow,South Male,Tholhimaraahuraa,-15.4,5.1,630.9,0.3,30,74.4,0.035,3.5,2.101,2101,9.9
2017,ZM962,Symbiont,Pachyseris,Shallow,South Male,Tholhimaraahuraa,-10.8,5.8,436.6,0.209,20.9,39.6,0.019,1.9,2.088,2088,12.9
2017,ZM965,Symbiont,Pachyseris,Shallow,South Male,Tholhimaraahuraa,-15.3,4.5,353.5,0.175,17.5,43.5,0.022,2.2,2.018,2018,9.5
2017,ZM967,Symbiont,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-17.3,5,784.7,0.383,38.3,100.2,0.049,4.9,2.047,2047,9.1
2017,ZM969,Symbiont,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-17.5,4.4,969.5,0.473,47.3,106.1,0.052,5.2,2.049,2049,10.7
2017,ZM975,Symbiont,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-17.7,4.1,393.5,0.196,19.6,55.7,0.028,2.8,2.008,2008,8.2
2017,ZM979,Symbiont,Galaxea,Deep,South Male,Fushidiggaru Falhu,-15.9,4.3,326.6,0.146,14.6,44.5,0.02,2,2.241,2241,8.6
2017,ZM981,Symbiont,Galaxea,Deep,South Male,Fushidiggaru Falhu,-16,4.5,696.2,0.337,33.7,93.8,0.045,4.5,2.065,2065,8.7
2017,ZM984,Symbiont,Galaxea,Deep,South Male,Fushidiggaru Falhu,-15.6,5.3,649.4,0.318,31.8,87.7,0.043,4.3,2.041,2041,8.6
2017,ZM985,Symbiont,Pachyseris,Deep,South Male,Fushidiggaru Falhu,-14.7,5.4,766.7,0.382,38.2,80.6,0.04,4,2.007,2007,11.1
2017,ZM986,Symbiont,Pachyseris,Deep,South Male,Fushidiggaru Falhu,-13.7,5.8,334,0.163,16.3,36,0.018,1.8,2.049,2049,10.8
2017,ZM990,Symbiont,Pachyseris,Deep,South Male,Fushidiggaru Falhu,-15,5.2,474.9,0.227,22.7,45,0.022,2.2,2.093,2093,12.3
2017,ZM998,Symbiont,Galaxea,Shallow,South Male,Fushidiggaru Falhu,-16.6,5.2,543,0.267,26.7,62.1,0.031,3.1,2.03,2030,10.2
2017,ZM1000,Symbiont,Galaxea,Shallow,South Male,Fushidiggaru Falhu,-13.8,4.9,593.8,0.292,29.2,72.6,0.036,3.6,2.035,2035,9.5
2017,ZM1001,Symbiont,Galaxea,Shallow,South Male,Fushidiggaru Falhu,-16.2,4.9,599.9,0.3,30,70.4,0.035,3.5,2.003,2003,9.9
2017,ZM1005,Symbiont,Pocillopora,Shallow,South Male,Fushidiggaru Falhu,-14.9,6.2,657.1,0.313,31.3,100.2,0.048,4.8,2.1,2100,7.7
2017,ZM1007,Symbiont,Pocillopora,Shallow,South Male,Fushidiggaru Falhu,-16.4,5.7,714.7,0.354,35.4,98.5,0.049,4.9,2.02,2020,8.5
2017,ZM1008,Symbiont,Pocillopora,Shallow,South Male,Fushidiggaru Falhu,-12.4,6.2,420.4,0.207,20.7,47.9,0.024,2.4,2.032,2032,10.2
2017,ZM1010,Symbiont,Pachyseris,Shallow,South Male,Fushidiggaru Falhu,-14.1,5.3,770.9,0.378,37.8,75.3,0.037,3.7,2.042,2042,11.9
2017,ZM1011,Symbiont,Pachyseris,Shallow,South Male,Fushidiggaru Falhu,-14,5.3,358.5,0.179,17.9,42.7,0.021,2.1,2.002,2002,9.8
