Year,Sample_ID,Tissue_type,Coral,Depth,Atoll,Site,d13C,d15N,C_ug,wt-percent_C,wt-percent_C_num,N_ug,wt-percent_N,wt-percent_N_num,dry-weight_mg,dry-weight_ug,CN_molar-ratio
2015,HM400,Host,Galaxea,Deep,South Male,Fushidiggaru Falhu,-15.9,5.3,352.6,0.096,9.6,61.0,0.017,1.7,3.666,3666,6.7
2017,HM403,Host,Pachyseris,Deep,North Ari,Mathiveri,-15.1,5.6,529.7,0.145,14.5,92.3,0.025,2.5,3.642,3642,6.7
2017,HM404,Host,Pachyseris,Deep,North Ari,Mathiveri,-13.9,6.6,250.7,0.069,6.9,46.4,0.013,1.3,3.648,3648,6.3
2017,HM405,Host,Pachyseris,Deep,North Ari,Mathiveri,-14.9,6.6,158.0,0.043,4.3,30.5,0.008,0.8,3.681,3681,6.1
2017,HM411,Host,Galaxea,Shallow,North Ari,Mathiveri,-16.3,6.5,579.4,0.160,16.0,115.3,0.032,3.2,3.623,3623,5.9
2017,HM412,Host,Pocillopora,Shallow,North Ari,Mathiveri,-17.0,5.7,364.3,0.099,9.9,85.2,0.023,2.3,3.697,3697,5.0
2017,HM415,Host,Galaxea,Shallow,North Ari,Mathiveri,-16.1,5.7,764.4,0.207,20.7,139.4,0.038,3.8,3.692,3692,6.4
2017,HM418,Host,Pocillopora,Shallow,North Ari,Mathiveri,-18.8,6.4,431.4,0.119,11.9,93.7,0.026,2.6,3.616,3616,5.4
2017,HM420,Host,Pocillopora,Shallow,North Ari,Mathiveri,-18.2,6.6,373.9,0.102,10.2,79.7,0.022,2.2,3.679,3679,5.5
2017,HM421,Host,Galaxea,Shallow,North Ari,Mathiveri,-16.8,6.1,494.1,0.134,13.4,101.4,0.028,2.8,3.684,3684,5.7
2017,HM422,Host,Pachyseris,Deep,North Ari,Dinoluga,-14.9,5.1,220.9,0.061,6.1,40.5,0.011,1.1,3.644,3644,6.4
2017,HM423,Host,Pachyseris,Deep,North Ari,Dinoluga,-16.3,5.7,330.1,0.090,9.0,58.1,0.016,1.6,3.684,3684,6.6
2017,HM424,Host,Pachyseris,Deep,North Ari,Dinoluga,-17.8,5.3,480.6,0.131,13.1,66.7,0.018,1.8,3.676,3676,8.4
2017,HM425,Host,Pocillopora,Deep,North Ari,Dinoluga,-17.8,5.1,328.3,0.089,8.9,75.9,0.021,2.1,3.678,3678,5.0
2017,HM427,Host,Galaxea,Deep,North Ari,Dinoluga,-17.6,5.3,137.6,0.038,3.8,36.0,0.010,1.0,3.660,3660,4.5
2017,HM428,Host,Pocillopora,Deep,North Ari,Dinoluga,-18.8,5.8,223.4,0.062,6.2,52.9,0.015,1.5,3.627,3627,4.9
2017,HM432,Host,Galaxea,Deep,North Ari,Dinoluga,-18.5,5.4,154.5,0.042,4.2,38.9,0.011,1.1,3.682,3682,4.6
2017,HM433,Host,Galaxea,Deep,North Ari,Dinoluga,,5.1,99.4,0.049,4.9,23.2,0.011,1.1,2.024,2024,5.0
2017,HM436,Host,Galaxea,Deep,North Ari,Dinoluga,-17.8,6.8,122.1,0.034,3.4,28.3,0.008,0.8,3.628,3628,5.0
2017,HM442,Host,Pocillopora,Deep,North Ari,Dinoluga,-18.7,4.6,170.0,0.047,4.7,42.5,0.012,1.2,3.639,3639,4.7
2017,HM443,Host,Galaxea,Deep,North Ari,Dinoluga,-17.9,5.7,204.0,0.056,5.6,48.1,0.013,1.3,3.612,3612,5.0
2017,HM447,Host,Pocillopora,Deep,North Ari,Dinoluga,-17.7,5.2,128.0,0.036,3.6,30.9,0.009,0.9,3.588,3588,4.8
2017,HM448,Host,Galaxea,Deep,North Ari,Dinoluga,-17.2,5.9,266.1,0.072,7.2,55.8,0.015,1.5,3.673,3673,5.6
2017,HM452,Host,Galaxea,Shallow,North Ari,Dinoluga,-19.0,5.6,199.5,0.054,5.4,44.5,0.012,1.2,3.693,3693,5.2
2017,HM453,Host,Pocillopora,Shallow,North Ari,Dinoluga,-17.1,5.4,241.2,0.065,6.5,56.2,0.015,1.5,3.684,3684,5.0
2017,HM456,Host,Galaxea,Shallow,North Ari,Dinoluga,-17.7,5.7,377.6,0.102,10.2,69.3,0.019,1.9,3.693,3693,6.4
2017,HM458,Host,Pocillopora,Shallow,North Ari,Dinoluga,-17.1,5.9,385.2,0.104,10.4,78.2,0.021,2.1,3.689,3689,5.7
2017,HM463,Host,Pocillopora,Shallow,North Ari,Dinoluga,-16.3,5.5,168.7,0.047,4.7,39.0,0.011,1.1,3.606,3606,5.1
2017,HM464,Host,Galaxea,Shallow,North Ari,Dinoluga,-17.0,4.8,106.6,0.029,2.9,25.3,0.007,0.7,3.668,3668,4.9
2017,HM468,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-16.1,5.4,143.2,0.039,3.9,28.5,0.008,0.8,3.676,3676,5.9
2017,HM470,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,,,83.3,0.023,2.3,18.4,0.005,0.5,3.665,3665,5.3
2017,HM472,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-15.5,5.4,115.5,0.032,3.2,25.0,0.007,0.7,3.632,3632,5.4
2017,HM474,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-19.3,5.9,225.2,0.061,6.1,53.4,0.014,1.4,3.702,3702,4.9
2017,HM475,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-19.6,5.6,213.8,0.059,5.9,51.9,0.014,1.4,3.622,3622,4.8
2017,HM476,Host,Galaxea,Deep,South Ari,Dhiggaru Falhu,-18.3,5.4,105.0,0.029,2.9,25.2,0.007,0.7,3.625,3625,4.9
2017,HM478,Host,Galaxea,Deep,South Ari,Dhiggaru Falhu,-17.7,5.7,136.5,0.037,3.7,30.4,0.008,0.8,3.693,3693,5.2
2017,HM480,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-18.3,6.3,209.5,0.058,5.8,47.9,0.013,1.3,3.643,3643,5.1
2017,HM485,Host,Galaxea,Deep,South Ari,Dhiggaru Falhu,-17.9,5.2,190.2,0.052,5.2,44.1,0.012,1.2,3.650,3650,5.0
2017,HM487,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.9,5.3,145.1,0.039,3.9,28.0,0.008,0.8,3.677,3677,6.1
2017,HM489,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-17.2,6.2,258.1,0.070,7.0,46.8,0.013,1.3,3.671,3671,6.4
2017,HM490,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,,,50.3,0.014,1.4,12.8,0.004,0.4,3.589,3589,4.6
2017,HM492,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.8,5.8,159.7,0.044,4.4,34.6,0.009,0.9,3.655,3655,5.4
2017,HM494,Host,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.9,6.5,364.2,0.101,10.1,83.6,0.023,2.3,3.616,3616,5.1
2017,HM499,Host,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-18.7,5.8,181.9,0.049,4.9,42.9,0.012,1.2,3.680,3680,5.0
2017,HM501,Host,Galaxea,Deep,North Male,Reethi Rah,-17.9,5.3,141.8,0.038,3.8,29.2,0.008,0.8,3.688,3688,5.7
2017,HM502,Host,Galaxea,Deep,North Male,Reethi Rah,,,69.2,0.019,1.9,13.8,0.004,0.4,3.661,3661,5.9
2017,HM504,Host,Pachyseris,Deep,North Male,Reethi Rah,,,91.7,0.025,2.5,19.2,0.005,0.5,3.688,3688,5.6
2017,HM507,Host,Pachyseris,Deep,North Male,Reethi Rah,-14.0,5.0,146.3,0.040,4.0,31.4,0.008,0.8,3.696,3696,5.4
2017,HM509,Host,Pachyseris,Deep,North Male,Reethi Rah,-16.6,5.3,150.1,0.041,4.1,30.4,0.008,0.8,3.631,3631,5.8
2017,HM514,Host,Pachyseris,Shallow,North Male,Reethi Rah,-16.3,4.6,149.1,0.041,4.1,36.3,0.010,1.0,3.639,3639,4.8
2017,HM516,Host,Galaxea,Shallow,North Male,Reethi Rah,-16.1,5.8,299.9,0.082,8.2,61.8,0.017,1.7,3.676,3676,5.7
2017,HM517,Host,Galaxea,Shallow,North Male,Reethi Rah,-16.8,5.3,147.9,0.040,4.0,34.0,0.009,0.9,3.683,3683,5.1
2017,HM518,Host,Galaxea,Shallow,North Male,Reethi Rah,-16.9,5.7,328.4,0.090,9.0,64.4,0.018,1.8,3.644,3644,6.0
2017,HM519,Host,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.9,6.3,227.4,0.062,6.2,50.9,0.014,1.4,3.688,3688,5.2
2017,HM522,Host,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-15.2,6.1,129.7,0.035,3.5,30.3,0.008,0.8,3.677,3677,5.0
2017,HM528,Host,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-16.3,5.6,120.0,0.032,3.2,29.2,0.008,0.8,3.693,3693,4.8
2017,HM529,Host,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-16.3,5.1,135.7,0.037,3.7,34.4,0.009,0.9,3.685,3685,4.6
2017,HM532,Host,Pachyseris,Shallow,South Ari,Dhangethi,-14.6,6.7,218.7,0.060,6.0,42.9,0.012,1.2,3.664,3664,5.9
2017,HM534,Host,Pachyseris,Shallow,South Ari,Dhangethi,-16.5,6.5,213.4,0.058,5.8,40.3,0.011,1.1,3.658,3658,6.2
2017,HM535,Host,Pachyseris,Shallow,South Ari,Dhangethi,-15.5,6.5,186.0,0.051,5.1,37.2,0.010,1.0,3.658,3658,5.8
2017,HM542,Host,Pachyseris,Deep,South Ari,Dhangethi,-14.1,6.6,398.5,0.108,10.8,79.9,0.022,2.2,3.673,3673,5.8
2017,HM543,Host,Pachyseris,Deep,South Ari,Dhangethi,-14.7,6.0,304.9,0.083,8.3,55.6,0.015,1.5,3.666,3666,6.4
2017,HM546,Host,Pachyseris,Deep,South Ari,Dhangethi,-14.4,6.4,434.1,0.120,12.0,82.2,0.023,2.3,3.627,3627,6.2
2017,HM554,Host,Galaxea,Deep,Dhaalu,Maadheli,,5.5,90.4,0.025,2.5,20.8,0.006,0.6,3.680,3680,5.1
2017,HM555,Host,Galaxea,Deep,Dhaalu,Maadheli,-17.3,6.0,154.8,0.043,4.3,35.2,0.010,1.0,3.614,3614,5.1
2017,HM556,Host,Galaxea,Deep,Dhaalu,Maadheli,-17.2,5.9,187.5,0.051,5.1,47.9,0.013,1.3,3.680,3680,4.6
2017,HM557,Host,Galaxea,Deep,Dhaalu,Maadheli,-17.6,6.0,169.7,0.046,4.6,38.7,0.011,1.1,3.663,3663,5.1
2017,HM558,Host,Galaxea,Deep,Dhaalu,Maadheli,-18.2,7.8,106.0,0.029,2.9,23.6,0.006,0.6,3.657,3657,5.2
2017,HM560,Host,Pachyseris,Deep,Dhaalu,Maadheli,-13.3,6.5,258.5,0.070,7.0,58.0,0.016,1.6,3.674,3674,5.2
2017,HM562,Host,Pachyseris,Deep,Dhaalu,Maadheli,-14.0,6.1,240.7,0.065,6.5,57.0,0.016,1.6,3.678,3678,4.9
2017,HM566,Host,Pachyseris,Deep,Dhaalu,Maadheli,-14.6,6.8,259.7,0.072,7.2,52.5,0.014,1.4,3.621,3621,5.8
2017,HM569,Host,Pocillopora,Deep,Dhaalu,Maadheli,-17.8,6.0,222.3,0.061,6.1,51.8,0.014,1.4,3.670,3670,5.0
2017,HM570,Host,Pocillopora,Deep,Dhaalu,Maadheli,-19.8,5.9,202.1,0.056,5.6,51.3,0.014,1.4,3.606,3606,4.6
2017,HM571,Host,Pocillopora,Deep,Dhaalu,Maadheli,-18.3,6.0,151.4,0.040,4.0,35.0,0.009,0.9,3.794,3794,5.0
2017,HM574,Host,Pocillopora,Deep,Dhaalu,Maadheli,-19.5,6.3,170.5,0.047,4.7,42.2,0.012,1.2,3.644,3644,4.7
2017,HM575,Host,Pocillopora,Deep,Dhaalu,Maadheli,-18.8,5.9,175.9,0.048,4.8,40.8,0.011,1.1,3.664,3664,5.0
2017,HM577,Host,Galaxea,Shallow,Dhaalu,Maadheli,-17.7,6.5,297.9,0.081,8.1,65.0,0.018,1.8,3.700,3700,5.3
2017,HM581,Host,Galaxea,Shallow,Dhaalu,Maadheli,-16.5,7.0,237.3,0.065,6.5,49.7,0.014,1.4,3.657,3657,5.6
2017,HM585,Host,Galaxea,Shallow,Dhaalu,Maadheli,-16.2,6.4,322.4,0.089,8.9,67.4,0.019,1.9,3.612,3612,5.6
2017,HM588,Host,Pocillopora,Shallow,Dhaalu,Maadheli,-18.5,6.2,415.7,0.115,11.5,98.6,0.027,2.7,3.629,3629,4.9
2017,HM593,Host,Pocillopora,Shallow,Dhaalu,Maadheli,-17.8,6.2,310.1,0.086,8.6,71.8,0.020,2.0,3.606,3606,5.0
2017,HM594,Host,Pocillopora,Shallow,Dhaalu,Maadheli,-17.4,6.3,240.8,0.066,6.6,53.4,0.015,1.5,3.653,3653,5.3
2017,HM597,Host,Pachyseris,Deep,Dhaalu,Maafushi,-14.6,5.6,314.0,0.086,8.6,64.4,0.018,1.8,3.655,3655,5.7
2017,HM599,Host,Pachyseris,Deep,Dhaalu,Maafushi,-14.9,5.7,184.8,0.051,5.1,36.1,0.010,1.0,3.653,3653,6.0
2017,HM601,Host,Pocillopora,Deep,Dhaalu,Maafushi,-18.3,5.7,393.8,0.108,10.8,84.9,0.023,2.3,3.632,3632,5.4
2017,HM607,Host,Pachyseris,Deep,Dhaalu,Maafushi,-15.1,5.1,362.0,0.098,9.8,74.2,0.020,2.0,3.697,3697,5.7
2017,HM611,Host,Pocillopora,Shallow,Dhaalu,Maafushi,-17.8,5.9,263.5,0.072,7.2,59.7,0.016,1.6,3.664,3664,5.1
2017,HM613,Host,Pocillopora,Shallow,Dhaalu,Maafushi,-18.3,5.5,479.2,0.132,13.2,108.9,0.030,3.0,3.638,3638,5.1
2017,HM616,Host,Pocillopora,Shallow,Dhaalu,Maafushi,-18.9,6.0,192.0,0.053,5.3,45.1,0.012,1.2,3.634,3634,5.0
2017,HM621,Host,Galaxea,Shallow,Dhaalu,Maafushi,-17.5,5.2,188.1,0.052,5.2,42.4,0.012,1.2,3.645,3645,5.2
2017,HM622,Host,Galaxea,Shallow,Dhaalu,Maafushi,-17.6,6.1,190.6,0.053,5.3,43.8,0.012,1.2,3.610,3610,5.1
2017,HM624,Host,Galaxea,Shallow,Dhaalu,Maafushi,-18.5,5.6,357.6,0.097,9.7,73.9,0.020,2.0,3.689,3689,5.6
2017,HM625,Host,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-17.5,6.2,332.5,0.092,9.2,75.6,0.021,2.1,3.619,3619,5.1
2017,HM626,Host,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-17.7,6.3,383.0,0.104,10.4,80.5,0.022,2.2,3.689,3689,5.6
2017,HM628,Host,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-16.6,6.5,370.0,0.102,10.2,74.9,0.021,2.1,3.623,3623,5.8
2017,HM633,Host,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-18.1,6.6,374.4,0.103,10.3,80.4,0.022,2.2,3.631,3631,5.4
2017,HM634,Host,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17.3,6.7,439.5,0.122,12.2,94.5,0.026,2.6,3.612,3612,5.4
2017,HM637,Host,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17.8,6.7,342.6,0.095,9.5,77.7,0.021,2.1,3.621,3621,5.1
2017,HM638,Host,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-17.0,6.5,349.4,0.097,9.7,68.7,0.019,1.9,3.612,3612,5.9
2017,HM641,Host,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-17.4,6.1,436.1,0.119,11.9,82.2,0.022,2.2,3.671,3671,6.2
2017,HM648,Host,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-19.2,6.0,481.6,0.133,13.3,97.6,0.027,2.7,3.631,3631,5.8
2017,HM649,Host,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-17.0,6.4,398.8,0.109,10.9,87.2,0.024,2.4,3.672,3672,5.3
2017,HM650,Host,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-18.3,6.3,446.7,0.123,12.3,91.9,0.025,2.5,3.639,3639,5.7
2017,HM654,Host,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-14.9,6.8,373.8,0.104,10.4,77.3,0.021,2.1,3.596,3596,5.6
2017,HM655,Host,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-17.1,6.6,273.0,0.075,7.5,49.7,0.014,1.4,3.649,3649,6.4
2017,HM661,Host,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-15.1,6.7,321.0,0.089,8.9,70.3,0.019,1.9,3.623,3623,5.3
2017,HM664,Host,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-17.4,6.7,416.2,0.114,11.4,93.4,0.026,2.6,3.653,3653,5.2
2017,HM665,Host,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-18.8,6.3,245.0,0.067,6.7,50.0,0.014,1.4,3.672,3672,5.7
2017,HM667,Host,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-17.0,7.1,225.7,0.062,6.2,51.7,0.014,1.4,3.621,3621,5.1
2017,HM670,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-19.3,6.1,331.9,0.091,9.1,73.0,0.020,2.0,3.644,3644,5.3
2017,HM671,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-18.1,5.0,168.2,0.047,4.7,42.8,0.012,1.2,3.593,3593,4.6
2017,HM672,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-19.3,6.1,270.0,0.074,7.4,63.4,0.017,1.7,3.642,3642,5.0
2017,HM677,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-18.9,6.0,254.6,0.070,7.0,55.2,0.015,1.5,3.623,3623,5.4
2017,HM679,Host,Galaxea,Deep,Dhaalu,Hulhuvehi,-17.5,6.0,251.1,0.069,6.9,56.2,0.015,1.5,3.632,3632,5.2
2017,HM687,Host,Pachyseris,Deep,Dhaalu,Hulhuvehi,-17.2,5.3,126.1,0.034,3.4,27.4,0.007,0.7,3.668,3668,5.4
2017,HM690,Host,Pachyseris,Deep,Dhaalu,Hulhuvehi,-19.0,5.4,183.1,0.050,5.0,44.3,0.012,1.2,3.638,3638,4.8
2017,HM692,Host,Pachyseris,Deep,Dhaalu,Hulhuvehi,-15.7,6.3,391.6,0.107,10.7,71.0,0.019,1.9,3.672,3672,6.4
2017,HM694,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-17.7,6.2,332.3,0.092,9.2,76.1,0.021,2.1,3.627,3627,5.1
2017,HM695,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-17.9,6.0,207.1,0.057,5.7,49.8,0.014,1.4,3.658,3658,4.9
2017,HM698,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-16.0,5.9,272.2,0.074,7.4,58.5,0.016,1.6,3.700,3700,5.4
2017,HM700,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-18.5,5.9,192.9,0.053,5.3,44.7,0.012,1.2,3.664,3664,5.0
2017,HM702,Host,Pachyseris,Shallow,Dhaalu,Hulhuvehi,,,51.1,0.025,2.5,11.5,0.006,0.6,2.082,2082,5.2
2017,HM703,Host,Pachyseris,Shallow,Dhaalu,Hulhuvehi,-15.7,5.6,218.4,0.060,6.0,42.3,0.012,1.2,3.629,3629,6.0
2017,HM704,Host,Pachyseris,Shallow,Dhaalu,Hulhuvehi,-15.8,5.5,198.2,0.054,5.4,34.8,0.010,1.0,3.643,3643,6.6
2017,HM707,Host,Galaxea,Shallow,Dhaalu,Hulhuvehi,-17.6,5.8,184.4,0.050,5.0,42.3,0.012,1.2,3.657,3657,5.1
2017,HM710,Host,Galaxea,Shallow,Dhaalu,Hulhuvehi,-15.0,6.1,178.2,0.048,4.8,40.5,0.011,1.1,3.696,3696,5.1
2017,HM712,Host,Galaxea,Shallow,Dhaalu,Hulhuvehi,-16.7,5.8,209.0,0.058,5.8,47.3,0.013,1.3,3.631,3631,5.2
2017,HM714,Host,Pachyseris,Deep,Meemu,Kurali,-16.6,6.1,336.6,0.093,9.3,64.0,0.018,1.8,3.620,3620,6.1
2017,HM719,Host,Pachyseris,Deep,Meemu,Kurali,-14.2,6.5,398.1,0.108,10.8,78.0,0.021,2.1,3.694,3694,6.0
2017,HM725,Host,Pachyseris,Shallow,Meemu,Kurali,-16.4,5.8,,,,179.7,0.049,4.9,3.696,3696,
2017,HM728,Host,Pachyseris,Shallow,Meemu,Kurali,-14.5,6.4,497.0,0.136,13.6,96.2,0.026,2.6,3.644,3644,6.0
2017,HM729,Host,Pachyseris,Shallow,Meemu,Kurali,-14.2,6.1,505.1,0.138,13.8,100.0,0.027,2.7,3.660,3660,5.9
2017,HM732,Host,Galaxea,Deep,Meemu,Bodu huraa,-18.1,6.2,324.5,0.088,8.8,69.1,0.019,1.9,3.684,3684,5.5
2017,HM733,Host,Pocillopora,Deep,Meemu,Bodu huraa,-19.2,5.8,344.5,0.094,9.4,74.0,0.020,2.0,3.657,3657,5.4
2017,HM734,Host,Pocillopora,Deep,Meemu,Bodu huraa,-18.8,5.8,344.6,0.094,9.4,75.5,0.020,2.0,3.681,3681,5.3
2017,HM736,Host,Pocillopora,Deep,Meemu,Bodu huraa,,,76.3,0.021,2.1,18.5,0.005,0.5,3.643,3643,4.8
2017,HM738,Host,Galaxea,Deep,Meemu,Bodu huraa,-17.1,5.7,229.9,0.063,6.3,52.9,0.014,1.4,3.658,3658,5.1
2017,HM742,Host,Pocillopora,Deep,Meemu,Bodu huraa,-18.5,5.7,201.6,0.055,5.5,51.1,0.014,1.4,3.663,3663,4.6
2017,HM743,Host,Pachyseris,Deep,Meemu,Bodu huraa,-14.1,6.0,245.0,0.067,6.7,51.8,0.014,1.4,3.675,3675,5.5
2017,HM746,Host,Pachyseris,Deep,Meemu,Bodu huraa,-15.1,5.7,226.2,0.063,6.3,43.2,0.012,1.2,3.617,3617,6.1
2017,HM747,Host,Pachyseris,Deep,Meemu,Bodu huraa,-15.3,5.7,249.1,0.068,6.8,50.1,0.014,1.4,3.646,3646,5.8
2017,HM748,Host,Galaxea,Deep,Meemu,Bodu huraa,-18.0,6.1,196.4,0.053,5.3,42.3,0.012,1.2,3.673,3673,5.4
2017,HM758,Host,Galaxea,Shallow,Meemu,Bodu huraa,-16.4,6.4,311.8,0.085,8.5,67.2,0.018,1.8,3.682,3682,5.4
2017,HM760,Host,Galaxea,Shallow,Meemu,Bodu huraa,-19.6,5.1,201.2,0.055,5.5,44.2,0.012,1.2,3.635,3635,5.3
2017,HM761,Host,Galaxea,Shallow,Meemu,Bodu huraa,-15.6,5.7,356.2,0.098,9.8,70.3,0.019,1.9,3.620,3620,5.9
2017,HM768,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-16.1,5.4,243.9,0.067,6.7,49.0,0.013,1.3,3.661,3661,5.8
2017,HM769,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.3,6.0,249.7,0.068,6.8,56.2,0.015,1.5,3.691,3691,5.2
2017,HM771,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-13.7,6.9,170.1,0.044,4.4,33.6,0.009,0.9,3.824,3824,5.9
2017,HM773,Host,Pachyseris,Shallow,Meemu,Bodu huraa,,,56.6,0.015,1.5,13.6,0.004,0.4,3.681,3681,4.8
2017,HM776,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-16.4,5.9,128.6,0.033,3.3,27.0,0.007,0.7,3.875,3875,5.5
2017,HM777,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-19.7,5.1,201.7,0.055,5.5,37.7,0.010,1.0,3.683,3683,6.2
2017,HM778,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.3,5.8,262.8,0.073,7.3,56.6,0.016,1.6,3.621,3621,5.4
2017,HM779,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.8,5.6,180.0,0.050,5.0,39.0,0.011,1.1,3.604,3604,5.4
2017,HM780,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.4,6.0,279.3,0.077,7.7,58.4,0.016,1.6,3.626,3626,5.6
2017,HM784,Host,Pachyseris,Deep,Meemu,Veyvah,-15.1,5.4,345.8,0.095,9.5,68.6,0.019,1.9,3.632,3632,5.9
2017,HM786,Host,Pachyseris,Deep,Meemu,Veyvah,-15.5,5.2,279.4,0.077,7.7,50.0,0.014,1.4,3.640,3640,6.5
2017,HM787,Host,Pachyseris,Deep,Meemu,Veyvah,-14.7,6.1,375.7,0.103,10.3,68.4,0.019,1.9,3.645,3645,6.4
2017,HM793,Host,Galaxea,Deep,Meemu,Veyvah,-17.0,5.8,364.0,0.099,9.9,80.5,0.022,2.2,3.691,3691,5.3
2017,HM794,Host,Galaxea,Deep,Meemu,Veyvah,-18.4,6.3,386.2,0.107,10.7,79.3,0.022,2.2,3.601,3601,5.7
2017,HM796,Host,Galaxea,Deep,Meemu,Veyvah,-18.3,6.4,340.6,0.093,9.3,69.6,0.019,1.9,3.679,3679,5.7
2017,HM801,Host,Pocillopora,Deep,Meemu,Veyvah,-16.7,6.1,418.3,0.115,11.5,84.7,0.023,2.3,3.633,3633,5.8
2017,HM805,Host,Pocillopora,Deep,Meemu,Veyvah,-16.9,6.2,357.1,0.098,9.8,78.2,0.021,2.1,3.647,3647,5.3
2017,HM806,Host,Pocillopora,Deep,Meemu,Veyvah,-17.5,6.6,399.1,0.109,10.9,84.6,0.023,2.3,3.651,3651,5.5
2017,HM810,Host,Pocillopora,Shallow,Meemu,Veyvah,-17.8,6.6,366.9,0.100,10.0,76.7,0.021,2.1,3.669,3669,5.6
2017,HM813,Host,Pocillopora,Shallow,Meemu,Veyvah,-17.8,6.3,379.9,0.105,10.5,83.7,0.023,2.3,3.627,3627,5.3
2017,HM817,Host,Pocillopora,Shallow,Meemu,Veyvah,-18.4,6.7,374.6,0.103,10.3,82.1,0.022,2.2,3.650,3650,5.3
2017,HM819,Host,Galaxea,Shallow,Meemu,Veyvah,-17.3,5.5,307.7,0.084,8.4,69.7,0.019,1.9,3.653,3653,5.1
2017,HM820,Host,Galaxea,Shallow,Meemu,Veyvah,-15.8,6.9,273.1,0.075,7.5,55.5,0.015,1.5,3.658,3658,5.7
2017,HM823,Host,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.5,6.3,386.4,0.105,10.5,75.7,0.021,2.1,3.669,3669,6.0
2017,HM827,Host,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.8,5.9,387.7,0.105,10.5,72.3,0.020,2.0,3.694,3694,6.3
2017,HM829,Host,Pachyseris,Deep,Vaavu,Kandimma Falhu,-16.0,4.4,351.3,0.096,9.6,71.0,0.019,1.9,3.674,3674,5.8
2017,HM830,Host,Galaxea,Deep,Vaavu,Kandimma Falhu,-18.4,6.5,390.9,0.107,10.7,86.5,0.024,2.4,3.638,3638,5.3
2017,HM831,Host,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.2,6.8,250.0,0.068,6.8,56.2,0.015,1.5,3.662,3662,5.2
2017,HM832,Host,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.0,5.8,289.9,0.079,7.9,67.3,0.018,1.8,3.678,3678,5.0
2017,HM835,Host,Pocillopora,Deep,Vaavu,Kandimma Falhu,-19.4,5.5,225.4,0.062,6.2,56.6,0.016,1.6,3.639,3639,4.6
2017,HM838,Host,Pocillopora,Deep,Vaavu,Kandimma Falhu,-17.5,5.6,264.4,0.068,6.8,57.3,0.015,1.5,3.903,3903,5.4
