Year,Sample_ID,Tissue_type,Coral,Depth,Atoll,Site,Host_d13C,Host_d15N,Host_C_ug,Host_wt-percent_C,Host_wt-percent_C_num,Host_N_ug,Host_wt-percent_N,Host_wt-percent_N_num,Host_dry-weight_mg,Host_dry-weight_ug,Host_CN_molar-ratio
2015,HM090,Host,Pocillopora,Shallow,North Ari,Dinoluga,-16.9,5.4,381.44,0.102,10.2,74.47,0.02,2,3.746,3746,6
2015,HM094,Host,Pocillopora,Shallow,North Ari,Dinoluga,-17.7,6.2,392.16,0.107,10.7,78.18,0.021,2.1,3.665,3665,5.9
2015,HM096,Host,Pocillopora,Shallow,North Ari,Dinoluga,-16.5,5.7,387.4,0.106,10.6,80.92,0.022,2.2,3.659,3659,5.6
2015,HM101,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-15.4,5.9,281.44,0.078,7.8,49.98,0.014,1.4,3.617,3617,6.6
2015,HM105,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-14.2,5.6,384.84,0.106,10.6,66.39,0.018,1.8,3.616,3616,6.8
2015,HM106,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-15.4,5.6,241.51,0.067,6.7,41.83,0.012,1.2,3.616,3616,6.7
2015,HM108,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-18.4,5.2,291.97,0.079,7.9,58.11,0.016,1.6,3.684,3684,5.9
2015,HM109,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-19.1,4.9,166.15,0.045,4.5,35.37,0.01,1,3.697,3697,5.5
2015,HM110,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-18.2,5.3,192.02,0.052,5.2,34.51,0.009,0.9,3.697,3697,6.5
2015,HM111,Host,Galaxea,Deep,South Ari,Dhiggaru Falhu,-16.7,5.7,402.77,0.111,11.1,77.64,0.021,2.1,3.622,3622,6.1
2015,HM112,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-13.7,5.8,442.23,0.122,12.2,80.65,0.022,2.2,3.625,3625,6.4
2015,HM115,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.5,6,405.16,0.111,11.1,69.15,0.019,1.9,3.655,3655,6.8
2015,HM119,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-16,5.3,465.94,0.129,12.9,81.64,0.023,2.3,3.617,3617,6.7
2015,HM123,Host,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.3,5.8,406.46,0.111,11.1,81.51,0.022,2.2,3.669,3669,5.8
